AuthorID,Author,Date,Content,Attachments,Reactions
"817835202746253344","IIoT#4707","2021-04-28T03:36:15.4190000+08:00",":person_tipping_hand: yousufzubairi plays :rock:, their opponent plays :rock:","",""
"817835202746253344","IIoT#4707","2021-04-28T03:36:17.7240000+08:00",":person_tipping_hand: yousufzubairi, it's a draw. You get back your bet","",""
"194289793905983489","zackscriven","2021-04-28T03:36:31.5140000+08:00","Pinned a message.","",""
"240032229273632769","ayman3952","2021-04-28T03:36:35.1010000+08:00","Wow thats pvp","",""
"782154101122531328","yousufzubairi","2021-04-28T03:36:40.7150000+08:00","!rps 21 sissors","",""
"817835202746253344","IIoT#4707","2021-04-28T03:36:41.6830000+08:00","🚫 **yousufzubairi**, you need to wait 1 hour to use that command again.","",""
"194289793905983489","zackscriven","2021-04-28T03:36:50.6530000+08:00","Pinned a message.","",""
"194289793905983489","zackscriven","2021-04-28T03:37:05.2730000+08:00","Pinned a message.","",""
"194289793905983489","zackscriven","2021-04-28T03:37:26.1580000+08:00","!dice 10","",""
"817835202746253344","IIoT#4707","2021-04-28T03:37:26.5820000+08:00",":game_die: zackscriven bets 10 :coin: and throws their dice...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:37:28.9770000+08:00",":game_die: zackscriven gets **4** and **1**...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:37:32.2710000+08:00",":game_die: zackscriven, your opponent throws their dice... and gets **3** and **4**...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:37:34.5720000+08:00",":game_die: zackscriven, you **lost** 10 :coin:","",""
"194289793905983489","zackscriven","2021-04-28T03:37:39.0030000+08:00","😭","",""
"782154101122531328","yousufzubairi","2021-04-28T03:37:40.9200000+08:00","!dice 19","",""
"817835202746253344","IIoT#4707","2021-04-28T03:37:41.3670000+08:00",":game_die: yousufzubairi bets 19 :coin: and throws their dice...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:37:43.6950000+08:00",":game_die: yousufzubairi gets **1** and **4**...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:37:47.0560000+08:00",":game_die: yousufzubairi, your opponent throws their dice... and gets **1** and **3**...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:37:49.4770000+08:00",":game_die: yousufzubairi, you **won** 19 :coin:","",""
"782154101122531328","yousufzubairi","2021-04-28T03:38:21.2160000+08:00","Lol","",""
"194289793905983489","zackscriven","2021-04-28T03:39:28.4120000+08:00","Send this man to Vegas!","",""
"782154101122531328","yousufzubairi","2021-04-28T03:39:30.1560000+08:00","!roulette 99","",""
"817835202746253344","IIoT#4707","2021-04-28T03:39:30.6690000+08:00",":persevere::gun: yousufzubairi bets 99 :coin: and pulls the trigger...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:39:35.0170000+08:00",":hot_face: yousufzubairi wins 109 :coin:","",""
"817835202746253344","IIoT#4707","2021-04-28T03:39:37.3430000+08:00","yousufzubairi, type **continue** to bet your gains and try to win 129 :coin:","",""
"194289793905983489","zackscriven","2021-04-28T03:39:39.5500000+08:00","LOL!","",""
"782154101122531328","yousufzubairi","2021-04-28T03:39:46.8640000+08:00","Continue","",""
"817835202746253344","IIoT#4707","2021-04-28T03:39:47.0850000+08:00",":persevere::gun: yousufzubairi bets 109 :coin: and pulls the trigger...","",""
"194289793905983489","zackscriven","2021-04-28T03:39:47.5860000+08:00","This is crazy!","",""
"817835202746253344","IIoT#4707","2021-04-28T03:39:51.3560000+08:00",":skull_crossbones: yousufzubairi loses 109 :coin:","","😭 (1)"
"782154101122531328","yousufzubairi","2021-04-28T03:39:59.6360000+08:00","Lol😩","",""
